,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria ,Código AT,Atividade ,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,399,Indenizações e Restituições Trabalhistas,15403,"R$ 1.500,00",,,"R$ 1.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,400,Indenizações e Restituições Trabalhistas,1569,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,401,Diárias - Pessoal Civil,15001,"R$ 28.000,00",,,"R$ 2.689,49","R$ 360,00","R$ 0,00","R$ 0,00","R$ 11.280,00","R$ 440,00","R$ 360,00","R$ 1.040,00","R$ 12.000,00","R$ 12.080,00","R$ 12.630,51","R$ 11.250,51","R$ 11.250,51",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 25.310,51","R$ 23.690,51","R$ 23.690,51"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,402,Materiais de Consumo,1500,"R$ 95.000,00",,,"R$ 62.578,52","R$ 1.228,73","R$ 0,00","R$ 0,00","R$ 11.937,66","R$ 2.973,04","R$ 0,00","R$ 11.928,12","R$ 8.772,68","R$ 0,00","R$ 7.326,97","R$ 11.789,82","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 32.421,48","R$ 23.535,54","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,403,Materiais de Consumo,15001,"R$ 800.000,00",,,"R$ 455.523,08","R$ 137.503,33","R$ 0,00","R$ 0,00","R$ 29.250,17","R$ 138.244,34","R$ 2.068,11","R$ 161.882,32","R$ 21.439,39","R$ 8.310,10","R$ 15.841,10","R$ 171.438,63","R$ 1.245,88",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 344.476,92","R$ 331.122,36","R$ 11.624,09"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,404,Materiais de Consumo,1569,"R$ 20.000,00",,,"R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,1093,Materiais de Consumo,1550,"R$ 0,00","R$ 18.773,40",,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 18.773,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 18.773,40","R$ 10.500,00","R$ 0,00","R$ 0,00","R$ 8.273,40",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 18.773,40","R$ 18.773,40","R$ 18.773,40"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,405,"Premiações Culturais, Artísticas, Científicas, Desportivas e",15001,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,406,"Material, Bem ou Serviço para Distribuição Gratuita",15001,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,407,Passagens e despesas com locomoção,15001,"R$ 2.000,00",,"R$ 1.200,00","R$ 800,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
