 ,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria ,Código AT,Atividade ,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,615,Serviços de Terceiro PF,1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,616,Serviços de Terceiros PJ,15001,"R$ 50.000,00",,,"R$ 45.930,00","R$ 4.070,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.070,00","R$ 4.070,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.070,00","R$ 4.070,00","R$ 4.070,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,617,Auxílio-alimentação,15001,"R$ 60.000,00",,,"R$ 47.000,00","R$ 6.500,00","R$ 6.500,00","R$ 6.500,00","R$ 6.500,00","R$ 6.500,00","R$ 6.500,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 13.000,00","R$ 13.000,00","R$ 13.000,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,618,Indenizações e restrições,1500,"R$ 3.000,00",,,"R$ 3.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,619,Equipamentos e Materiais Permanentes,1500,"R$ 50.000,00",,,"R$ 50.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.062.068,MANUT.CONSERVAÇÃO DE PREDRIOS ESCOLARES,620,Materiais de Consumo,1500,"R$ 50.000,00",,,"R$ 49.551,60","R$ 448,40","R$ 448,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 448,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 448,40","R$ 448,40","R$ 448,40"
Ensino Fundamental,1.236.100.062.068,MANUT.CONSERVAÇÃO DE PREDRIOS ESCOLARES,620,Materiais de Consumo,15001,"R$ 0,00",,,"-R$ 22.819,10","R$ 21.206,17","R$ 9.281,60","R$ 0,00","R$ 1.612,93","R$ 8.092,81","R$ 10.979,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 22.819,10","R$ 17.374,41","R$ 10.979,85"
Ensino Fundamental,1.236.100.062.068,MANUT.CONSERVAÇÃO DE PREDRIOS ESCOLARES,621,Serviços de Terceiro PF,15001,"R$ 10.000,00",,,"R$ 6.443,20","R$ 3.556,80","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.556,80","R$ 3.556,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.556,80","R$ 3.556,80","R$ 3.556,80"
Ensino Fundamental,1.236.100.062.068,MANUT.CONSERVAÇÃO DE PREDRIOS ESCOLARES,622,Serviços de Terceiros PJ,1500,"R$ 20.000,00",,,"R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.064.004,EMENDA IMPOSITIVA 03/2025,623,Equipamentos e Materiais Permanentes,1500,"R$ 79.000,00",,,"R$ 79.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.064.005,EMENDA IMPOSITIVA 03/2025,624,Obras e Instalações,1500,"R$ 17.600,00",,,"R$ 17.600,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.064.006,EMENDA IMPOSITIVA 03/2025,625,"Material, Bem ou Serviço p/Dist.Gratuita",1500,"R$ 59.500,00",,,"R$ 59.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
